Car_id,Brand,Model,Year,Price,Km_driven,Fuel_type,Transmission,Owner_type,Mileage_kmpl,Engine_cc,Seats,City,Listing_date,Car_age
682,Maruti,Swift,2016,2027954.0,15385,Electric,Automatic,First Owner,18.2,800,5,Pune,2024-05-07,10
683,Tata,Altroz,2007,1869331.0,7361,Petrol,Automatic,Third Owner,27.7,1500,5,Mumbai,2021-07-15,19
684,Mahindra,Scorpio,2010,1035324.0,185895,Petrol,Manual,Third Owner,16.1,1800,4,Mumbai,2020-06-07,16
685,Hyundai,i10,2024,208587.0,116334,Electric,Automatic,Third Owner,21.2,1200,5,Mumbai,2023-02-14,2
686,Maruti,Swift,2007,2219401.0,199285,Petrol,Manual,First Owner,13.5,2000,5,Pune,2024-04-22,19
687,Toyota,Fortuner,2010,321351.0,29442,Diesel,Automatic,Second Owner,14.3,1500,5,Bangalore,2019-06-12,16
688,Honda,Civic,2005,1728052.0,74035,Petrol,Automatic,Third Owner,23.5,2000,7,Mumbai,2021-04-27,21
689,Toyota,Fortuner,2022,1164202.0,70607,Petrol,Automatic,Second Owner,19.0,1500,4,Bangalore,2019-05-14,4
690,Hyundai,i10,2012,865609.0,100685,Electric,Manual,Third Owner,14.2,1800,4,Hyderabad,2019-04-26,14
691,Maruti,Swift,2023,1054714.0,34627,Electric,Automatic,Second Owner,16.8,1000,5,Bangalore,2021-09-13,3
692,Tata,Altroz,2011,1869001.0,85166,Cng,Automatic,First Owner,15.6,1000,4,Chennai,2020-01-18,15
693,Toyota,Fortuner,2009,1267419.0,150651,Cng,Automatic,Second Owner,18.3,1200,5,Kolkata,2021-09-08,17
694,Hyundai,Creta,2012,469504.0,47341,Electric,Automatic,Second Owner,10.4,1500,4,Pune,2023-11-08,14
695,Tata,Nexon,2005,1267419.0,113111,Petrol,Manual,Third Owner,16.3,1500,5,Hyderabad,2022-12-17,21
696,Maruti,Swift,2015,523339.0,152876,Cng,Automatic,Second Owner,22.5,2000,5,Pune,2021-04-06,11
697,Mahindra,Bolero,2019,2350520.0,75545,Electric,Automatic,Third Owner,21.3,1500,7,Hyderabad,2019-09-19,7
698,Honda,Civic,2009,2060609.0,20636,Diesel,Automatic,First Owner,12.8,800,4,Hyderabad,2021-06-06,17
699,Mahindra,XUV300,2013,2495827.0,145152,Petrol,Manual,First Owner,22.1,800,4,Bangalore,2023-06-20,13
700,Tata,Nexon,2013,1719805.0,30684,Diesel,Manual,First Owner,21.2,1200,4,Pune,2021-05-05,13
701,Tata,Tiago,2005,1998789.0,131858,Electric,Automatic,Third Owner,18.1,1200,4,Chennai,2023-07-10,21
702,Maruti,Baleno,2005,2365661.0,59377,Petrol,Manual,First Owner,22.3,1200,4,Pune,2020-05-17,21
703,Mahindra,Scorpio,2017,1897517.0,76699,Cng,Automatic,Third Owner,15.5,2000,5,Delhi,2021-02-01,9
704,Tata,Tiago,2012,1267419.0,74122,Petrol,Manual,First Owner,29.6,2000,4,Chennai,2021-11-19,14
705,Hyundai,i20,2020,1411661.0,158433,Petrol,Manual,Second Owner,12.4,1800,7,Chennai,2020-06-06,6
706,Honda,City,2012,1494410.0,147308,Petrol,Automatic,First Owner,27.0,2000,4,Hyderabad,2019-01-27,14
707,Toyota,Fortuner,2006,2420527.0,166987,Petrol,Automatic,First Owner,16.0,2000,7,Pune,2022-12-05,20
708,Hyundai,i20,2008,1058388.0,54174,Diesel,Automatic,Third Owner,29.4,1500,7,Delhi,2023-11-23,18
709,Toyota,Innova,2007,2009526.0,166171,Petrol,Automatic,Third Owner,19.9,1500,4,Mumbai,2021-09-12,19
710,Tata,Altroz,2021,98133.0,122037,Electric,Manual,Third Owner,14.6,1800,7,Kolkata,2023-03-22,5
711,Hyundai,i10,2024,1267419.0,25240,Petrol,Manual,Second Owner,18.9,1500,4,Hyderabad,2020-06-21,2
712,Hyundai,i10,2006,152273.0,167777,Diesel,Automatic,First Owner,22.7,1500,4,Chennai,2020-03-22,20
713,Tata,Tiago,2019,1594882.0,181795,Petrol,Automatic,Third Owner,29.4,1800,7,Bangalore,2022-06-17,7
714,Tata,Nexon,2019,808461.0,41804,Cng,Automatic,Third Owner,24.9,1500,5,Bangalore,2020-12-30,7
715,Maruti,Swift,2007,2059338.0,143294,Cng,Automatic,First Owner,17.3,2000,5,Kolkata,2024-02-25,19
716,Tata,Nexon,2020,1267419.0,68475,Petrol,Manual,Second Owner,19.2,2000,7,Chennai,2023-01-27,6
717,Hyundai,Creta,2013,1100833.0,135744,Petrol,Manual,Second Owner,14.7,1500,5,Mumbai,2019-09-22,13
718,Honda,City,2007,2193509.0,69792,Diesel,Automatic,Second Owner,18.0,1200,5,Hyderabad,2019-06-20,19
719,Tata,Tiago,2019,1759231.0,181378,Electric,Automatic,First Owner,18.2,1200,4,Delhi,2021-04-30,7
720,Tata,Nexon,2020,1847254.0,182868,Petrol,Manual,Second Owner,14.0,1500,7,Delhi,2023-12-24,6
721,Honda,Amaze,2020,979044.0,188203,Diesel,Automatic,First Owner,25.5,800,7,Bangalore,2020-04-11,6
722,Toyota,Fortuner,2006,1572931.0,153278,Cng,Automatic,Third Owner,22.4,1000,5,Hyderabad,2022-02-10,20
723,Mahindra,Scorpio,2022,454364.0,104565,Cng,Automatic,Second Owner,16.9,800,4,Bangalore,2021-01-11,4
724,Honda,City,2005,1451769.0,114927,Electric,Automatic,Third Owner,11.1,2000,7,Delhi,2019-06-20,21
725,Honda,City,2021,882907.0,47954,Diesel,Automatic,First Owner,28.0,1800,4,Delhi,2020-10-22,5
726,Hyundai,Verna,2016,1854775.0,83427,Diesel,Manual,Second Owner,13.4,1000,7,Bangalore,2022-08-03,10
727,Honda,City,2023,1465065.0,64224,Electric,Automatic,Third Owner,29.4,1500,4,Delhi,2020-11-19,3
728,Mahindra,Scorpio,2016,2152019.0,72598,Cng,Automatic,First Owner,11.1,1500,5,Bangalore,2024-02-21,10
729,Maruti,Baleno,2022,2130106.0,21466,Cng,Manual,Second Owner,11.5,2000,4,Kolkata,2021-08-18,4
730,Hyundai,Verna,2020,615628.0,103417,Diesel,Manual,Third Owner,26.5,1200,4,Bangalore,2022-04-06,6
731,Maruti,Baleno,2009,2255266.0,122953,Electric,Automatic,First Owner,15.0,1800,5,Hyderabad,2019-01-07,17
732,Hyundai,i10,2020,1267419.0,5614,Electric,Automatic,Third Owner,15.6,800,4,Delhi,2023-01-06,6
733,Honda,Amaze,2012,1656160.0,121680,Cng,Automatic,First Owner,25.2,1200,7,Hyderabad,2021-06-26,14
734,Maruti,Swift,2020,1772078.0,55010,Petrol,Automatic,Third Owner,28.8,1800,4,Kolkata,2021-09-29,6
735,Honda,Amaze,2011,1267419.0,122611,Electric,Manual,Second Owner,28.4,800,7,Bangalore,2022-05-08,15
736,Honda,City,2007,1296861.0,150650,Cng,Manual,First Owner,26.0,1000,4,Pune,2022-08-17,19
737,Hyundai,Verna,2008,1233779.0,11250,Electric,Manual,Second Owner,26.6,1500,7,Hyderabad,2021-06-12,18
738,Honda,Civic,2016,120804.0,199751,Diesel,Manual,Third Owner,14.7,1800,4,Chennai,2019-06-18,10
739,Maruti,Baleno,2006,286631.0,163849,Petrol,Automatic,Second Owner,26.8,1000,7,Chennai,2020-07-07,20
740,Tata,Tiago,2017,965626.0,172536,Electric,Automatic,First Owner,27.9,800,5,Hyderabad,2019-10-09,9
741,Tata,Tiago,2005,2397557.0,111096,Diesel,Automatic,First Owner,29.7,1500,4,Mumbai,2022-03-10,21
742,Toyota,Innova,2006,1388250.0,166763,Diesel,Automatic,First Owner,22.6,800,7,Chennai,2023-02-01,20
743,Mahindra,Bolero,2008,1357727.0,195739,Cng,Manual,Third Owner,19.6,1500,4,Pune,2020-12-31,18
744,Maruti,WagonR,2019,1888913.0,94520,Cng,Manual,Second Owner,11.5,2000,4,Mumbai,2019-11-26,7
745,Mahindra,XUV300,2023,1742745.0,157810,Electric,Manual,Third Owner,10.7,1000,5,Delhi,2022-12-26,3
746,Toyota,Fortuner,2005,1324708.0,107572,Diesel,Automatic,Second Owner,16.1,1500,7,Mumbai,2021-04-05,21
747,Maruti,Baleno,2022,416922.0,33400,Electric,Automatic,First Owner,27.2,1800,7,Bangalore,2022-04-17,4
748,Honda,City,2011,1266934.0,66265,Electric,Automatic,First Owner,10.4,1000,7,Pune,2022-12-01,15
749,Toyota,Innova,2012,2327643.0,23009,Electric,Automatic,Second Owner,28.6,1000,5,Hyderabad,2020-05-10,14
750,Maruti,Alto,2019,1476686.0,39872,Petrol,Manual,Third Owner,28.5,1000,4,Pune,2023-01-25,7
751,Maruti,Swift,2023,1627582.0,198042,Electric,Automatic,First Owner,25.7,1500,5,Kolkata,2022-03-25,3
752,Tata,Altroz,2016,304911.0,54627,Electric,Automatic,First Owner,19.0,1000,7,Hyderabad,2023-07-08,10
753,Mahindra,Scorpio,2014,2143927.0,180810,Electric,Manual,Third Owner,19.7,2000,7,Pune,2019-08-09,12
754,Hyundai,Creta,2017,415838.0,191380,Cng,Automatic,First Owner,23.3,800,4,Delhi,2020-11-04,9
755,Maruti,Alto,2013,2319946.0,7997,Cng,Automatic,Second Owner,26.1,1800,5,Pune,2023-11-24,13
756,Hyundai,Verna,2016,1037880.0,120187,Petrol,Manual,First Owner,28.7,800,5,Kolkata,2020-07-15,10
757,Maruti,WagonR,2017,1781893.0,104960,Diesel,Automatic,Second Owner,14.5,1200,5,Pune,2022-07-29,9
758,Mahindra,Scorpio,2006,2061143.0,44618,Diesel,Manual,Second Owner,19.1,800,7,Chennai,2019-07-19,20
759,Tata,Nexon,2010,2035225.0,107714,Petrol,Manual,Third Owner,24.8,2000,4,Delhi,2019-02-26,16
760,Toyota,Glanza,2021,1224295.0,80942,Diesel,Manual,Third Owner,18.0,1000,5,Mumbai,2020-12-24,5
761,Toyota,Glanza,2005,1769515.0,181881,Cng,Automatic,First Owner,21.1,1000,4,Mumbai,2019-12-02,21
762,Tata,Altroz,2007,1267419.0,52244,Electric,Automatic,First Owner,25.0,1500,7,Pune,2020-07-24,19
763,Tata,Nexon,2021,1217253.0,27708,Electric,Automatic,Second Owner,18.5,1500,5,Chennai,2020-07-26,5
764,Hyundai,i10,2005,2214098.0,99860,Cng,Manual,Third Owner,16.1,1800,5,Chennai,2024-05-10,21
765,Toyota,Glanza,2009,864209.0,184242,Diesel,Manual,Second Owner,14.4,1800,4,Delhi,2021-06-02,17
766,Hyundai,Creta,2012,202852.0,114740,Diesel,Automatic,Third Owner,15.1,1800,7,Pune,2021-04-13,14
767,Tata,Tiago,2005,676262.0,54468,Electric,Automatic,Third Owner,10.5,1800,7,Hyderabad,2021-11-18,21
768,Maruti,Baleno,2012,506550.0,87695,Electric,Manual,Second Owner,16.3,800,7,Hyderabad,2021-10-23,14
769,Maruti,Alto,2022,669452.0,99347,Diesel,Automatic,Third Owner,23.3,1000,4,Pune,2023-09-22,4
770,Hyundai,i10,2020,2491170.0,178339,Diesel,Automatic,Second Owner,16.8,800,5,Mumbai,2020-07-01,6
771,Mahindra,Bolero,2016,802363.0,16885,Electric,Automatic,Second Owner,20.9,800,5,Delhi,2019-06-12,10
772,Toyota,Fortuner,2024,117001.0,33328,Electric,Manual,First Owner,23.0,1800,7,Kolkata,2024-03-23,2
773,Mahindra,Bolero,2021,199690.0,113444,Cng,Automatic,Third Owner,23.8,1500,4,Pune,2020-06-13,5
774,Hyundai,i20,2008,997231.0,66813,Cng,Automatic,Second Owner,26.6,2000,4,Delhi,2023-09-28,18
775,Hyundai,Creta,2008,983607.0,86389,Petrol,Manual,Second Owner,12.7,800,7,Hyderabad,2019-05-04,18
776,Honda,City,2022,394598.0,182044,Cng,Manual,First Owner,29.3,1500,7,Hyderabad,2024-03-12,4
777,Toyota,Innova,2016,2112643.0,136711,Diesel,Manual,First Owner,27.4,800,7,Kolkata,2023-08-29,10
778,Toyota,Innova,2005,181233.0,101706,Electric,Manual,First Owner,16.7,1500,4,Hyderabad,2023-07-29,21
779,Mahindra,Bolero,2010,1267419.0,43422,Diesel,Manual,Second Owner,17.5,1500,5,Hyderabad,2023-10-01,16
780,Honda,Civic,2014,1267419.0,79819,Petrol,Automatic,Third Owner,24.0,1000,4,Delhi,2019-02-17,12
781,Tata,Nexon,2007,1138743.0,23663,Cng,Manual,First Owner,14.5,1000,5,Kolkata,2019-06-27,19
782,Hyundai,i20,2020,265325.0,12393,Petrol,Automatic,First Owner,16.2,800,5,Pune,2021-09-12,6
783,Toyota,Fortuner,2018,2421151.0,60392,Cng,Automatic,Third Owner,29.3,1500,4,Delhi,2021-07-09,8
784,Tata,Altroz,2015,2197617.0,182700,Diesel,Manual,Third Owner,23.4,1500,7,Pune,2022-07-30,11
785,Tata,Altroz,2021,1962206.0,50384,Cng,Manual,Third Owner,22.1,1000,4,Pune,2021-12-11,5
786,Toyota,Fortuner,2016,2483907.0,68996,Diesel,Manual,Third Owner,18.4,1200,4,Kolkata,2022-01-05,10
787,Mahindra,XUV300,2022,1361530.0,104762,Petrol,Manual,Third Owner,14.4,1500,5,Chennai,2022-03-17,4
788,Hyundai,i10,2023,2468296.0,94671,Petrol,Automatic,Third Owner,11.6,2000,4,Pune,2022-09-01,3
789,Toyota,Glanza,2005,1926570.0,56064,Electric,Manual,Second Owner,17.7,1800,4,Chennai,2021-02-26,21
790,Honda,Amaze,2022,1942765.0,153408,Diesel,Automatic,First Owner,16.1,1000,5,Pune,2020-09-21,4
791,Tata,Tiago,2012,328909.0,193475,Diesel,Manual,Third Owner,21.7,1000,5,Kolkata,2022-05-23,14
792,Hyundai,i10,2015,1089757.0,177243,Electric,Automatic,First Owner,15.9,1800,5,Delhi,2019-08-17,11
793,Toyota,Glanza,2009,1343857.0,15469,Diesel,Manual,Second Owner,21.2,1500,7,Delhi,2022-03-21,17
794,Honda,Amaze,2013,1652917.0,170207,Electric,Manual,Second Owner,29.1,1500,5,Pune,2022-04-05,13
795,Maruti,Alto,2024,156665.0,78007,Cng,Automatic,Third Owner,18.3,1200,4,Delhi,2019-02-04,2
796,Toyota,Glanza,2011,1277577.0,163593,Electric,Automatic,Second Owner,27.9,1800,7,Kolkata,2019-04-11,15
797,Honda,Amaze,2012,2318614.0,17041,Petrol,Automatic,Second Owner,21.1,1800,7,Mumbai,2019-11-22,14
798,Mahindra,Scorpio,2017,500529.0,18507,Diesel,Manual,Third Owner,13.1,1000,5,Kolkata,2022-07-23,9
799,Maruti,WagonR,2018,2465920.0,135218,Petrol,Manual,First Owner,25.8,1000,4,Mumbai,2023-04-16,8
800,Hyundai,Verna,2007,1713457.0,114564,Cng,Automatic,First Owner,20.3,1200,5,Delhi,2020-03-13,19
801,Tata,Tiago,2017,655738.0,6332,Diesel,Manual,Second Owner,12.1,2000,4,Delhi,2020-06-03,9
802,Hyundai,Verna,2018,1671932.0,149520,Diesel,Automatic,Third Owner,29.2,1800,4,Mumbai,2019-08-13,8
803,Tata,Tiago,2010,1748836.0,115818,Diesel,Automatic,First Owner,28.7,1000,7,Pune,2021-08-06,16
804,Mahindra,Bolero,2010,880570.0,146959,Cng,Manual,Second Owner,23.9,1000,4,Hyderabad,2023-11-20,16
805,Hyundai,Verna,2016,1258253.0,18675,Diesel,Manual,Second Owner,11.7,2000,4,Mumbai,2019-09-06,10
806,Tata,Tiago,2020,1907950.0,176566,Petrol,Automatic,First Owner,13.1,2000,7,Mumbai,2019-07-30,6
807,Mahindra,Scorpio,2008,1409776.0,45188,Cng,Manual,Second Owner,22.7,1800,5,Kolkata,2023-03-11,18
808,Mahindra,XUV300,2010,2180986.0,23239,Electric,Automatic,Second Owner,11.4,1200,7,Delhi,2022-06-01,16
809,Toyota,Fortuner,2013,1940556.0,66970,Petrol,Manual,First Owner,16.2,1500,5,Bangalore,2020-11-15,13
810,Toyota,Fortuner,2005,1299996.0,152389,Cng,Automatic,Second Owner,29.6,800,4,Bangalore,2023-01-28,21
811,Tata,Altroz,2009,1155536.0,27966,Petrol,Automatic,First Owner,14.7,1800,4,Delhi,2019-04-14,17
812,Hyundai,Creta,2017,590081.0,48355,Petrol,Automatic,Third Owner,21.5,1500,4,Delhi,2019-06-30,9
813,Hyundai,i10,2012,742903.0,150205,Petrol,Automatic,First Owner,29.3,1800,5,Kolkata,2020-06-20,14
814,Tata,Nexon,2021,1822431.0,140637,Electric,Manual,Third Owner,29.5,1200,4,Chennai,2021-04-16,5
815,Toyota,Glanza,2005,420117.0,118837,Electric,Automatic,Second Owner,17.9,800,7,Pune,2023-09-10,21
816,Hyundai,Creta,2017,1840323.0,129665,Cng,Manual,First Owner,28.9,1200,4,Pune,2023-08-16,9
817,Maruti,Baleno,2017,1942430.0,6329,Electric,Manual,Second Owner,19.8,1800,4,Delhi,2021-06-12,9
818,Hyundai,Creta,2008,353498.0,8711,Cng,Automatic,Third Owner,24.5,1500,4,Hyderabad,2023-06-06,18
819,Maruti,Baleno,2023,886638.0,108641,Cng,Manual,Third Owner,14.7,1500,4,Kolkata,2019-11-12,3
820,Honda,City,2017,1593111.0,195196,Diesel,Automatic,First Owner,14.2,1200,4,Chennai,2021-12-11,9
821,Honda,Amaze,2020,1531789.0,119763,Electric,Automatic,Second Owner,14.0,1000,7,Mumbai,2021-02-01,6
822,Tata,Tiago,2014,2033235.0,24324,Electric,Manual,Third Owner,16.7,1500,4,Kolkata,2019-05-10,12
823,Toyota,Glanza,2018,1337231.0,30817,Cng,Automatic,Third Owner,25.4,1800,7,Kolkata,2020-09-26,8
824,Hyundai,i10,2011,2461044.0,130731,Electric,Manual,Second Owner,10.8,2000,7,Bangalore,2021-06-19,15
825,Mahindra,Scorpio,2017,1317860.0,51230,Cng,Automatic,Third Owner,16.7,1800,4,Mumbai,2022-10-18,9
826,Maruti,Swift,2022,306775.0,10744,Cng,Automatic,Third Owner,11.6,1000,4,Pune,2020-01-26,4
827,Mahindra,XUV300,2010,2088714.0,179685,Electric,Automatic,Second Owner,12.0,1000,5,Mumbai,2021-03-16,16
828,Toyota,Fortuner,2016,1759274.0,62679,Cng,Automatic,First Owner,27.5,800,4,Bangalore,2022-02-22,10
829,Toyota,Fortuner,2011,1925378.0,161223,Electric,Automatic,Second Owner,13.9,1500,4,Pune,2021-12-05,15
830,Maruti,WagonR,2017,1744463.0,64570,Electric,Automatic,First Owner,14.5,1200,7,Hyderabad,2023-11-19,9
831,Mahindra,Scorpio,2010,2276084.0,65393,Electric,Manual,First Owner,12.9,2000,7,Hyderabad,2021-07-20,16
832,Hyundai,i10,2013,1607736.0,93684,Cng,Manual,Third Owner,24.0,1500,5,Mumbai,2022-08-18,13
833,Honda,City,2018,164575.0,120890,Cng,Manual,Second Owner,21.8,800,4,Hyderabad,2022-02-13,8
834,Mahindra,XUV300,2017,752146.0,71892,Cng,Automatic,Second Owner,21.3,2000,4,Pune,2020-02-10,9
835,Honda,Civic,2013,2448277.0,149270,Petrol,Automatic,First Owner,17.4,1200,4,Hyderabad,2019-12-16,13
836,Honda,Amaze,2008,102875.0,111103,Petrol,Manual,First Owner,10.7,1800,7,Bangalore,2019-01-29,18
837,Hyundai,i20,2018,1267419.0,41484,Petrol,Automatic,First Owner,23.2,1000,7,Mumbai,2022-09-20,8
838,Honda,Amaze,2024,1514409.0,184277,Electric,Manual,Second Owner,26.5,1800,4,Bangalore,2021-01-19,2
839,Mahindra,Scorpio,2011,2285537.0,23608,Petrol,Manual,Third Owner,15.9,2000,5,Mumbai,2021-11-17,15
840,Tata,Nexon,2008,2137874.0,181336,Electric,Manual,Second Owner,22.4,800,4,Bangalore,2019-07-24,18
841,Tata,Nexon,2024,1556648.0,73890,Cng,Automatic,Second Owner,11.1,2000,4,Chennai,2019-08-23,2
842,Toyota,Fortuner,2021,844386.0,166987,Petrol,Automatic,Third Owner,24.1,1500,4,Mumbai,2022-06-21,5
843,Tata,Altroz,2011,778353.0,117977,Petrol,Automatic,Second Owner,26.8,1000,5,Pune,2019-01-02,15
844,Mahindra,XUV300,2011,155035.0,199057,Electric,Manual,First Owner,11.3,1200,5,Bangalore,2023-09-24,15
845,Maruti,Alto,2009,927484.0,94996,Diesel,Automatic,Third Owner,16.2,1500,4,Chennai,2022-09-05,17
846,Hyundai,i10,2022,2085323.0,163287,Electric,Manual,Third Owner,14.5,800,7,Hyderabad,2024-05-03,4
847,Hyundai,Verna,2013,1052463.0,14972,Cng,Automatic,Third Owner,25.2,2000,5,Chennai,2024-05-09,13
848,Mahindra,XUV300,2015,1674508.0,166926,Cng,Manual,Third Owner,15.2,1500,4,Mumbai,2019-10-10,11
849,Mahindra,Scorpio,2019,1943158.0,119493,Diesel,Automatic,First Owner,17.6,1800,5,Delhi,2019-10-26,7
850,Tata,Altroz,2007,1340865.0,37967,Cng,Manual,Third Owner,10.7,800,7,Hyderabad,2023-01-27,19
851,Tata,Altroz,2013,605567.0,28527,Petrol,Manual,First Owner,16.1,1000,5,Chennai,2022-01-30,13
852,Hyundai,Verna,2021,883683.0,20933,Electric,Automatic,First Owner,14.4,2000,5,Bangalore,2020-01-29,5
853,Honda,Amaze,2023,1608373.0,198189,Cng,Automatic,Third Owner,25.8,800,4,Bangalore,2019-02-24,3
854,Tata,Tiago,2014,464194.0,53875,Diesel,Automatic,First Owner,14.5,1500,4,Kolkata,2022-12-15,12
855,Honda,City,2005,89829.0,36391,Electric,Manual,First Owner,12.3,1800,7,Hyderabad,2019-09-23,21
856,Toyota,Innova,2013,1267419.0,42602,Cng,Manual,Third Owner,16.2,1000,4,Mumbai,2021-07-08,13
857,Maruti,Swift,2013,2374615.0,6443,Diesel,Automatic,First Owner,19.2,2000,4,Kolkata,2022-07-04,13
858,Mahindra,Scorpio,2016,2287058.0,5042,Cng,Automatic,First Owner,27.5,2000,4,Hyderabad,2019-11-29,10
859,Maruti,Alto,2020,114820.0,135125,Petrol,Automatic,First Owner,25.9,2000,4,Delhi,2023-12-07,6
860,Honda,Civic,2008,1356053.0,36240,Diesel,Manual,Third Owner,20.9,800,4,Delhi,2019-02-16,18
861,Honda,Civic,2006,1012547.0,176879,Petrol,Manual,Third Owner,19.1,1800,7,Pune,2023-09-13,20
862,Maruti,Swift,2021,1267419.0,50141,Cng,Automatic,Third Owner,21.7,1500,5,Bangalore,2021-06-20,5
863,Tata,Nexon,2005,566613.0,31085,Diesel,Automatic,First Owner,18.1,1800,7,Bangalore,2023-04-25,21
864,Hyundai,Creta,2005,117997.0,56562,Electric,Automatic,First Owner,17.2,1500,4,Bangalore,2020-01-09,21
865,Hyundai,Creta,2021,1302363.0,37639,Cng,Automatic,First Owner,16.8,1200,5,Bangalore,2021-12-21,5
866,Tata,Tiago,2010,436200.0,70932,Electric,Manual,First Owner,19.4,1200,4,Bangalore,2020-10-04,16
867,Toyota,Innova,2011,2113927.0,173525,Electric,Automatic,Third Owner,28.7,1000,5,Chennai,2021-03-20,15
868,Tata,Nexon,2013,2299115.0,18647,Cng,Automatic,First Owner,20.2,1800,7,Bangalore,2019-06-14,13
869,Toyota,Glanza,2019,348645.0,116148,Cng,Automatic,Second Owner,14.1,800,4,Kolkata,2019-06-25,7
870,Honda,Civic,2021,1128930.0,73837,Electric,Automatic,First Owner,24.0,1500,7,Mumbai,2021-01-23,5
871,Mahindra,Scorpio,2021,1125347.0,143328,Electric,Manual,Second Owner,28.6,1200,5,Chennai,2020-10-31,5
872,Tata,Tiago,2012,1531265.0,190073,Diesel,Manual,Second Owner,17.9,2000,7,Chennai,2021-03-11,14
873,Hyundai,i20,2010,492816.0,123410,Diesel,Automatic,First Owner,12.3,1200,4,Pune,2023-01-08,16
874,Hyundai,Verna,2019,778721.0,148530,Petrol,Manual,Third Owner,29.4,1000,5,Pune,2020-03-07,7
875,Toyota,Fortuner,2012,846635.0,48044,Electric,Manual,Second Owner,27.7,1800,5,Mumbai,2020-03-27,14
876,Hyundai,Verna,2024,1345405.0,104767,Diesel,Automatic,First Owner,15.6,800,7,Bangalore,2023-01-03,2
877,Honda,City,2010,1603948.0,184869,Diesel,Manual,Third Owner,14.7,2000,7,Hyderabad,2020-05-31,16
878,Toyota,Innova,2014,811308.0,88601,Petrol,Automatic,Third Owner,29.1,1500,7,Mumbai,2020-10-01,12
879,Maruti,WagonR,2009,235601.0,136932,Electric,Automatic,Second Owner,22.1,800,4,Bangalore,2020-12-27,17
880,Tata,Nexon,2011,1267419.0,194946,Diesel,Manual,Third Owner,12.6,2000,4,Hyderabad,2022-01-28,15
881,Hyundai,i20,2010,1947178.0,135816,Electric,Manual,Second Owner,13.1,1200,5,Mumbai,2019-12-27,16
882,Honda,Amaze,2021,2296993.0,140869,Diesel,Manual,Third Owner,11.7,2000,5,Delhi,2020-03-07,5
883,Maruti,Baleno,2009,788018.0,9104,Electric,Automatic,Second Owner,13.4,1500,5,Bangalore,2024-02-09,17
884,Tata,Tiago,2012,2134002.0,138530,Petrol,Automatic,Third Owner,26.6,2000,7,Kolkata,2019-07-14,14
885,Toyota,Innova,2009,1958182.0,65025,Electric,Manual,Third Owner,15.7,1500,7,Chennai,2021-09-18,17
886,Tata,Nexon,2021,325139.0,37180,Petrol,Manual,Third Owner,20.0,1200,7,Mumbai,2020-02-07,5
887,Maruti,Baleno,2015,1558609.0,78673,Petrol,Manual,First Owner,14.2,1800,5,Delhi,2021-08-06,11
888,Toyota,Innova,2007,1075680.0,95634,Diesel,Manual,First Owner,11.8,1800,7,Delhi,2024-05-27,19
889,Maruti,Swift,2009,653236.0,9278,Cng,Manual,Third Owner,25.5,2000,5,Kolkata,2021-03-08,17
890,Toyota,Innova,2006,1911244.0,153457,Diesel,Manual,Second Owner,21.6,1000,5,Mumbai,2020-09-30,20
891,Maruti,Alto,2014,1962938.0,195465,Diesel,Automatic,Second Owner,16.3,1800,5,Bangalore,2020-06-26,12
892,Honda,City,2011,138080.0,24076,Diesel,Automatic,First Owner,23.4,1000,4,Kolkata,2021-10-16,15
893,Mahindra,XUV300,2018,1669752.0,160330,Petrol,Automatic,Second Owner,15.4,1800,7,Pune,2021-04-08,8
894,Toyota,Innova,2009,1574639.0,79834,Electric,Manual,Second Owner,22.3,1800,7,Chennai,2023-06-22,17
895,Honda,City,2022,1007904.0,162209,Diesel,Manual,First Owner,15.0,800,7,Pune,2019-06-28,4
896,Toyota,Fortuner,2015,2289922.0,162045,Electric,Automatic,Third Owner,13.5,1800,7,Hyderabad,2022-09-27,11
897,Hyundai,i10,2005,1091221.0,167809,Petrol,Automatic,Second Owner,13.6,800,4,Hyderabad,2020-07-14,21
898,Mahindra,Scorpio,2006,1996003.0,44314,Petrol,Automatic,Second Owner,26.6,800,5,Bangalore,2021-12-31,20
899,Maruti,Alto,2012,2151869.0,169454,Diesel,Manual,Third Owner,10.8,1000,5,Mumbai,2019-09-04,14
900,Toyota,Glanza,2023,1267330.0,107369,Electric,Manual,Third Owner,11.4,2000,5,Bangalore,2022-03-06,3
901,Toyota,Fortuner,2021,423972.0,119292,Electric,Automatic,First Owner,12.3,1000,7,Delhi,2020-08-15,5
902,Tata,Altroz,2010,158317.0,47723,Petrol,Automatic,First Owner,15.2,1200,5,Pune,2020-03-27,16
903,Hyundai,Verna,2014,1438000.0,67405,Diesel,Manual,Second Owner,11.3,1800,5,Chennai,2022-04-06,12
904,Hyundai,Verna,2023,1909233.0,182887,Petrol,Manual,Second Owner,20.1,2000,4,Hyderabad,2020-08-05,3
905,Toyota,Fortuner,2010,1046418.0,63603,Cng,Automatic,First Owner,13.7,1200,5,Bangalore,2020-05-02,16
906,Maruti,Swift,2016,2056397.0,118873,Cng,Automatic,Second Owner,14.4,1200,4,Pune,2021-12-17,10
907,Honda,Civic,2015,919239.0,26776,Petrol,Automatic,First Owner,24.5,800,4,Chennai,2022-10-25,11
908,Tata,Altroz,2006,342344.0,82975,Petrol,Manual,First Owner,13.0,800,5,Bangalore,2022-05-10,20
